,country,track_id,artist_id,artist,title,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre,artist_popularity,artist_followers
5876,Финляндия,18Z5zHSRqff3Od3dkbj1xj,5sDIQrB2V7pRAdNM8dEc7g,Gettomasa,Hyvä me,61,True,0.599,0.693,1.0,-4.355,1.0,0.129,0.0603,0.0,0.168,0.394,158.084,186191.0,4.0,finnish hip hop,57,70878
5877,Финляндия,3YgOwQsqjzXIWzTwPPQz98,3KgHd8tKiKYsazNkydQgYM,Evelina,Kyynelii,60,False,0.714,0.606,9.0,-5.335,1.0,0.0435,0.0553,1.06e-05,0.306,0.911,119.551,203429.0,4.0,finnish dance pop,53,81362
5878,Финляндия,3YgOwQsqjzXIWzTwPPQz98,3KgHd8tKiKYsazNkydQgYM,Evelina,Kyynelii,60,False,0.714,0.606,9.0,-5.335,1.0,0.0435,0.0553,1.06e-05,0.306,0.911,119.551,203429.0,4.0,finnish hip hop,53,81362
5879,Финляндия,3YgOwQsqjzXIWzTwPPQz98,3KgHd8tKiKYsazNkydQgYM,Evelina,Kyynelii,60,False,0.714,0.606,9.0,-5.335,1.0,0.0435,0.0553,1.06e-05,0.306,0.911,119.551,203429.0,4.0,finnish pop,53,81362
5880,Чехия,5S1aHYFgkXbYTi0vDNuzZ0,7pbijUBmXdie5ChABSM4F7,Smack,Další rok,64,True,0.83,0.769,1.0,-7.608,0.0,0.162,0.127,5.48e-06,0.0967,0.561,87.492,266079.0,4.0,czech hip hop,57,36763
5881,Чехия,5S1aHYFgkXbYTi0vDNuzZ0,7pbijUBmXdie5ChABSM4F7,Smack,Další rok,64,True,0.83,0.769,1.0,-7.608,0.0,0.162,0.127,5.48e-06,0.0967,0.561,87.492,266079.0,4.0,czsk hip hop,57,36763
5882,Чехия,0F8D589yeTEyhJokf2Q0eh,29ExTMtESUFKu4AjxDi8D9,Daniel Šafařík,Mám tě v píči!!,61,True,0.785,0.685,0.0,-8.227,0.0,0.16,0.304,0.0,0.075,0.727,94.442,165079.0,4.0,czech hip hop,45,2388
5883,Чехия,0F8D589yeTEyhJokf2Q0eh,29ExTMtESUFKu4AjxDi8D9,Daniel Šafařík,Mám tě v píči!!,61,True,0.785,0.685,0.0,-8.227,0.0,0.16,0.304,0.0,0.075,0.727,94.442,165079.0,4.0,czsk hip hop,45,2388
5884,Чехия,302zIkWq3gT9BEorlYcgXU,6gvVFtkTV4OCyQSCzGgU1h,Nik Tendo,13. komnata,60,True,0.654,0.63,0.0,-7.322,1.0,0.0472,0.0942,0.0,0.234,0.135,129.949,166154.0,4.0,czech hip hop,66,233736
5885,Чехия,302zIkWq3gT9BEorlYcgXU,6gvVFtkTV4OCyQSCzGgU1h,Nik Tendo,13. komnata,60,True,0.654,0.63,0.0,-7.322,1.0,0.0472,0.0942,0.0,0.234,0.135,129.949,166154.0,4.0,czsk hip hop,66,233736
5886,Чили,4lLl2TEcaKFcP6m9Xzx3rI,4yxLYO2imECxGYTTV7RQKb,Pailita,Dime Tú,76,False,0.818,0.73,9.0,-7.248,1.0,0.109,0.344,6.06e-06,0.103,0.887,97.992,225864.0,4.0,trap latino,73,70704
5887,Чили,1j1itFzuIbndSf6lW8L1Kx,4yxLYO2imECxGYTTV7RQKb,Pailita,Dimelo Ma,74,False,0.853,0.957,1.0,-3.258,1.0,0.0842,0.648,4.23e-06,0.728,0.9,96.011,173187.0,4.0,trap latino,73,70704
5888,Чили,0kRJ3rwE3rTDJGnGO4HmoD,1fIJZfSmqQkuqfKNRmrS1V,El Jordan 23,Bailando,75,False,0.821,0.587,10.0,-7.036,0.0,0.251,0.531,0.0,0.0937,0.565,95.041,224842.0,4.0,mambo chileno,70,67520
5889,Чили,0kRJ3rwE3rTDJGnGO4HmoD,1fIJZfSmqQkuqfKNRmrS1V,El Jordan 23,Bailando,75,False,0.821,0.587,10.0,-7.036,0.0,0.251,0.531,0.0,0.0937,0.565,95.041,224842.0,4.0,trap latino,70,67520
5890,Чили,1Zjdt705TM2Hr26YDKgnyc,1fIJZfSmqQkuqfKNRmrS1V,El Jordan 23,Anti Rana,75,True,0.863,0.827,0.0,-6.628,1.0,0.0966,0.0758,0.01,0.396,0.765,98.019,189217.0,4.0,mambo chileno,70,67520
5891,Чили,1Zjdt705TM2Hr26YDKgnyc,1fIJZfSmqQkuqfKNRmrS1V,El Jordan 23,Anti Rana,75,True,0.863,0.827,0.0,-6.628,1.0,0.0966,0.0758,0.01,0.396,0.765,98.019,189217.0,4.0,trap latino,70,67520
5892,Чили,60eTDDWVvw2QKXEeoQ4BjO,3k090bKo2iSqNdowffKHrt,Balbi El Chamako,Ponle - Remix,73,False,0.799,0.688,0.0,-6.264,1.0,0.0436,0.21,0.0,0.109,0.622,98.018,480000.0,4.0,mambo chileno,66,79744
5893,Чили,60eTDDWVvw2QKXEeoQ4BjO,3k090bKo2iSqNdowffKHrt,Balbi El Chamako,Ponle - Remix,73,False,0.799,0.688,0.0,-6.264,1.0,0.0436,0.21,0.0,0.109,0.622,98.018,480000.0,4.0,reggaeton chileno,66,79744
5894,Чили,60eTDDWVvw2QKXEeoQ4BjO,3k090bKo2iSqNdowffKHrt,Balbi El Chamako,Ponle - Remix,73,False,0.799,0.688,0.0,-6.264,1.0,0.0436,0.21,0.0,0.109,0.622,98.018,480000.0,4.0,reggaeton flow,66,79744
5895,Чили,60eTDDWVvw2QKXEeoQ4BjO,3k090bKo2iSqNdowffKHrt,Balbi El Chamako,Ponle - Remix,73,False,0.799,0.688,0.0,-6.264,1.0,0.0436,0.21,0.0,0.109,0.622,98.018,480000.0,4.0,trap latino,66,79744
5896,Чили,0OTNHGKcqQbk51bOYe462Y,768O5GliF0bqscyghggrbE,Polimá Westcoast,ULTRA SOLO,72,False,0.802,0.846,1.0,-4.495,1.0,0.207,0.233,1.92e-05,0.114,0.26,109.982,227221.0,4.0,trap chileno,70,137637
5897,Чили,0OTNHGKcqQbk51bOYe462Y,768O5GliF0bqscyghggrbE,Polimá Westcoast,ULTRA SOLO,72,False,0.802,0.846,1.0,-4.495,1.0,0.207,0.233,1.92e-05,0.114,0.26,109.982,227221.0,4.0,trap latino,70,137637
5898,Чили,0OTNHGKcqQbk51bOYe462Y,768O5GliF0bqscyghggrbE,Polimá Westcoast,ULTRA SOLO,72,False,0.802,0.846,1.0,-4.495,1.0,0.207,0.233,1.92e-05,0.114,0.26,109.982,227221.0,4.0,trap triste,70,137637
5899,Чили,40xJTwBKb5x3wjlLOeycaL,768O5GliF0bqscyghggrbE,Polimá Westcoast,MONEYMAN (feat. Galee Galee & ITHAN NY),74,False,0.846,0.624,8.0,-6.182,1.0,0.155,0.0548,0.0594,0.0681,0.653,98.001,310667.0,4.0,trap chileno,70,137637
5900,Чили,40xJTwBKb5x3wjlLOeycaL,768O5GliF0bqscyghggrbE,Polimá Westcoast,MONEYMAN (feat. Galee Galee & ITHAN NY),74,False,0.846,0.624,8.0,-6.182,1.0,0.155,0.0548,0.0594,0.0681,0.653,98.001,310667.0,4.0,trap latino,70,137637
5901,Чили,40xJTwBKb5x3wjlLOeycaL,768O5GliF0bqscyghggrbE,Polimá Westcoast,MONEYMAN (feat. Galee Galee & ITHAN NY),74,False,0.846,0.624,8.0,-6.182,1.0,0.155,0.0548,0.0594,0.0681,0.653,98.001,310667.0,4.0,trap triste,70,137637
5902,Чили,7ccoyhNAr3OY5IQsvpQnck,5RnwLXlnWPF57yzdmUnnvP,El Barto,Flaytiando,75,False,0.87,0.687,1.0,-6.533,1.0,0.0695,0.0223,0.000659,0.112,0.878,97.998,241224.0,4.0,reggaeton chileno,70,12916
5903,Чили,0yc0Cewx8JTFPjiOVLfzkS,6rHwFb0YjWexAYxTjm4eIj,Nickoog Clk,Phillie y Botella (Remix),69,True,0.778,0.651,7.0,-8.648,0.0,0.0449,0.194,0.0,0.103,0.761,114.988,288004.0,4.0,mambo chileno,63,47600
5904,Чили,0yc0Cewx8JTFPjiOVLfzkS,6rHwFb0YjWexAYxTjm4eIj,Nickoog Clk,Phillie y Botella (Remix),69,True,0.778,0.651,7.0,-8.648,0.0,0.0449,0.194,0.0,0.103,0.761,114.988,288004.0,4.0,trap latino,63,47600
5905,Чили,6phCM48H3WCQfy7MCYwy0A,6rHwFb0YjWexAYxTjm4eIj,Nickoog Clk,Mi Waxita,73,True,0.75,0.595,9.0,-9.292,1.0,0.0589,0.189,0.0,0.0741,0.403,90.042,218007.0,4.0,mambo chileno,63,47600
5906,Чили,6phCM48H3WCQfy7MCYwy0A,6rHwFb0YjWexAYxTjm4eIj,Nickoog Clk,Mi Waxita,73,True,0.75,0.595,9.0,-9.292,1.0,0.0589,0.189,0.0,0.0741,0.403,90.042,218007.0,4.0,trap latino,63,47600
5907,Чили,3HSVuIkPGY4rdtifvEU3xz,0Yg29FX1M4ayqjXs0ttZFq,Young Cister,Casi Amor De Verano,75,False,0.691,0.671,7.0,-6.654,1.0,0.072,0.13,0.000166,0.0736,0.515,87.967,210830.0,4.0,trap chileno,70,143406
5908,Чили,3HSVuIkPGY4rdtifvEU3xz,0Yg29FX1M4ayqjXs0ttZFq,Young Cister,Casi Amor De Verano,75,False,0.691,0.671,7.0,-6.654,1.0,0.072,0.13,0.000166,0.0736,0.515,87.967,210830.0,4.0,trap latino,70,143406
5909,Чили,0wDjuXaTy4MVdFOy65Gz9H,0Yg29FX1M4ayqjXs0ttZFq,Young Cister,DOLCE,74,False,0.784,0.655,7.0,-4.009,0.0,0.0492,0.0678,4.12e-06,0.17,0.47,92.022,242007.0,4.0,trap chileno,70,143406
5910,Чили,0wDjuXaTy4MVdFOy65Gz9H,0Yg29FX1M4ayqjXs0ttZFq,Young Cister,DOLCE,74,False,0.784,0.655,7.0,-4.009,0.0,0.0492,0.0678,4.12e-06,0.17,0.47,92.022,242007.0,4.0,trap latino,70,143406
5911,Чили,5u0EnFzLd5WmsncTG5uMSP,5XQWXnMwsvuvCPMneXUbsy,Marcianeke,Qué Pasa?,75,True,0.927,0.388,10.0,-8.802,0.0,0.183,0.199,0.000134,0.132,0.725,97.036,153600.0,4.0,reggaeton chileno,78,473593
5912,Чили,0PKHOIZYG7tszv17tgIZlZ,5XQWXnMwsvuvCPMneXUbsy,Marcianeke,Waka Waka,71,True,0.8,0.834,4.0,-6.549,0.0,0.0973,0.0548,0.199,0.085,0.962,97.992,180000.0,4.0,reggaeton chileno,78,473593
5913,Чили,6wwejszmDZkyd00IMSJ1Ob,1F6ZW5IEGN0HB9LTtldRq0,Arte Elegante,En las Malas y Buenas,72,False,0.628,0.864,9.0,-3.447,1.0,0.135,0.547,1.48e-06,0.152,0.926,177.923,196854.0,4.0,rap chileno,65,96795
5914,Чили,6YzLykAZTro3znbspER5Cd,0iBZjEZBg8GsjaBq3lTAvC,Drago200,TOTA,72,True,0.745,0.877,1.0,-4.17,1.0,0.306,0.027,1.13e-06,0.407,0.442,82.644,155000.0,4.0,reggaeton flow,62,44051
5915,Чили,6YzLykAZTro3znbspER5Cd,0iBZjEZBg8GsjaBq3lTAvC,Drago200,TOTA,72,True,0.745,0.877,1.0,-4.17,1.0,0.306,0.027,1.13e-06,0.407,0.442,82.644,155000.0,4.0,trap latino,62,44051
5916,Чили,5vmYLoozbUNwcdVL2m3lHq,0LshXUmIub6xKvOq4QmtNs,ITHAN NY,Las Naik,72,True,0.902,0.737,10.0,-3.131,0.0,0.223,0.292,0.0,0.189,0.817,95.003,175259.0,4.0,reggaeton flow,65,44266
5917,Чили,5vmYLoozbUNwcdVL2m3lHq,0LshXUmIub6xKvOq4QmtNs,ITHAN NY,Las Naik,72,True,0.902,0.737,10.0,-3.131,0.0,0.223,0.292,0.0,0.189,0.817,95.003,175259.0,4.0,trap latino,65,44266
5918,Швейцария,6NXAXw2QxlBrxYDD0jkIrf,6Cej574CUx7dHKuRHBPNp0,Elvana Gjata,EX,65,False,0.749,0.881,4.0,-3.543,0.0,0.0372,0.62,0.0,0.119,0.786,133.049,201187.0,4.0,albanian pop,61,132809
5919,Швейцария,7fWotHT92my4vLN713vFTa,7gU9VyFRN3JWPJ5oHOil60,Tayc,D O D O,81,False,0.678,0.646,5.0,-7.996,0.0,0.112,0.304,0.000405,0.154,0.582,98.816,179240.0,4.0,francoton,75,838330
5920,Швейцария,7fWotHT92my4vLN713vFTa,7gU9VyFRN3JWPJ5oHOil60,Tayc,D O D O,81,False,0.678,0.646,5.0,-7.996,0.0,0.112,0.304,0.000405,0.154,0.582,98.816,179240.0,4.0,pop urbaine,75,838330
5921,Швейцария,1F80MEkZA9yTlpMQp9dhht,5EmEZjq8eHEC6qFnT63Lza,Tinlicker,Because You Move Me,75,False,0.789,0.435,2.0,-9.506,0.0,0.149,0.691,0.0395,0.107,0.166,122.997,196373.0,4.0,progressive house,72,105054
5922,Швеция,4erg578HXlAcoJRaeI03Jh,2EWsHDexsSInArfFkhA2i6,Jireel,MANO,75,False,0.753,0.7,4.0,-5.297,0.0,0.0513,0.0347,0.0,0.282,0.54,127.895,168798.0,4.0,swedish drill,65,65755
5923,Швеция,4erg578HXlAcoJRaeI03Jh,2EWsHDexsSInArfFkhA2i6,Jireel,MANO,75,False,0.753,0.7,4.0,-5.297,0.0,0.0513,0.0347,0.0,0.282,0.54,127.895,168798.0,4.0,swedish hip hop,65,65755
5924,Швеция,4erg578HXlAcoJRaeI03Jh,2EWsHDexsSInArfFkhA2i6,Jireel,MANO,75,False,0.753,0.7,4.0,-5.297,0.0,0.0513,0.0347,0.0,0.282,0.54,127.895,168798.0,4.0,swedish pop,65,65755
5925,Швеция,4erg578HXlAcoJRaeI03Jh,2EWsHDexsSInArfFkhA2i6,Jireel,MANO,75,False,0.753,0.7,4.0,-5.297,0.0,0.0513,0.0347,0.0,0.282,0.54,127.895,168798.0,4.0,swedish reggae,65,65755
5926,Швеция,4erg578HXlAcoJRaeI03Jh,2EWsHDexsSInArfFkhA2i6,Jireel,MANO,75,False,0.753,0.7,4.0,-5.297,0.0,0.0513,0.0347,0.0,0.282,0.54,127.895,168798.0,4.0,swedish trap,65,65755
5927,Швеция,4erg578HXlAcoJRaeI03Jh,2EWsHDexsSInArfFkhA2i6,Jireel,MANO,75,False,0.753,0.7,4.0,-5.297,0.0,0.0513,0.0347,0.0,0.282,0.54,127.895,168798.0,4.0,swedish trap pop,65,65755
5928,Швеция,2Rnovc1XuaXP1yc7X1AqbK,68dW5BU6sdVNf099EylxEt,Hov1,Två steg från helvetet,68,False,0.812,0.607,6.0,-3.726,1.0,0.0741,0.7,0.0,0.0697,0.876,120.049,198895.0,4.0,fotbollslatar,70,179980
5929,Швеция,2Rnovc1XuaXP1yc7X1AqbK,68dW5BU6sdVNf099EylxEt,Hov1,Två steg från helvetet,68,False,0.812,0.607,6.0,-3.726,1.0,0.0741,0.7,0.0,0.0697,0.876,120.049,198895.0,4.0,swedish idol pop,70,179980
5930,Швеция,2Rnovc1XuaXP1yc7X1AqbK,68dW5BU6sdVNf099EylxEt,Hov1,Två steg från helvetet,68,False,0.812,0.607,6.0,-3.726,1.0,0.0741,0.7,0.0,0.0697,0.876,120.049,198895.0,4.0,swedish pop,70,179980
5931,Швеция,2Rnovc1XuaXP1yc7X1AqbK,68dW5BU6sdVNf099EylxEt,Hov1,Två steg från helvetet,68,False,0.812,0.607,6.0,-3.726,1.0,0.0741,0.7,0.0,0.0697,0.876,120.049,198895.0,4.0,swedish pop rap,70,179980
5932,Швеция,6k4e5H3MbDzhEX3qJSWwpd,52xiNtpaYcZ5jRQ2fqmPI6,Klara Hammarström,Run To The Hills,68,False,0.548,0.856,1.0,-4.551,0.0,0.0457,0.00591,0.000503,0.0383,0.0668,134.002,175522.0,4.0,eurovision,56,10487
5933,Швеция,095zAxJmG96ap3ol3zVRZs,3HbP7OfT7PCV0BrR0ReUkC,Medina,In i dimman,67,False,0.629,0.909,6.0,-4.019,0.0,0.0459,0.0122,0.0,0.0723,0.733,123.035,173692.0,4.0,swedish dancehall,58,92885
5934,Швеция,095zAxJmG96ap3ol3zVRZs,3HbP7OfT7PCV0BrR0ReUkC,Medina,In i dimman,67,False,0.629,0.909,6.0,-4.019,0.0,0.0459,0.0122,0.0,0.0723,0.733,123.035,173692.0,4.0,swedish hip hop,58,92885
5935,Швеция,095zAxJmG96ap3ol3zVRZs,3HbP7OfT7PCV0BrR0ReUkC,Medina,In i dimman,67,False,0.629,0.909,6.0,-4.019,0.0,0.0459,0.0122,0.0,0.0723,0.733,123.035,173692.0,4.0,swedish pop,58,92885
5936,Швеция,095zAxJmG96ap3ol3zVRZs,3HbP7OfT7PCV0BrR0ReUkC,Medina,In i dimman,67,False,0.629,0.909,6.0,-4.019,0.0,0.0459,0.0122,0.0,0.0723,0.733,123.035,173692.0,4.0,swedish trap pop,58,92885
5937,Швеция,6Pqrm55DFjQZQi8jC2yBVa,2Dor6diK1zw9BEluKBOdoA,23,Länge Leve Vi,76,True,0.765,0.401,7.0,-11.404,0.0,0.064,0.17,7.37e-05,0.174,0.528,95.005,161684.0,4.0,swedish drill,68,17951
5938,Швеция,6Pqrm55DFjQZQi8jC2yBVa,2Dor6diK1zw9BEluKBOdoA,23,Länge Leve Vi,76,True,0.765,0.401,7.0,-11.404,0.0,0.064,0.17,7.37e-05,0.174,0.528,95.005,161684.0,4.0,swedish hip hop,68,17951
5939,Швеция,6Pqrm55DFjQZQi8jC2yBVa,2Dor6diK1zw9BEluKBOdoA,23,Länge Leve Vi,76,True,0.765,0.401,7.0,-11.404,0.0,0.064,0.17,7.37e-05,0.174,0.528,95.005,161684.0,4.0,swedish trap pop,68,17951
5940,Швеция,2A5qivViPNykdAiRLXrxUF,7MgeBZ2pgnnkISLd8wsn0T,Anders Bagge,Bigger Than The Universe,66,False,0.566,0.706,4.0,-6.292,1.0,0.0571,0.00584,0.000366,0.113,0.0985,120.022,182200.0,4.0,swedish pop,52,2648
5941,Швеция,1gnCpBKizZd2w23fb0eOS2,5QcMPl2wzC4KqivjfcyBIU,VC Barre,Internet - Spotify Studio 100 Recording,70,True,0.834,0.748,10.0,-7.669,0.0,0.168,0.0342,0.000446,0.106,0.674,143.008,151049.0,4.0,swedish hip hop,66,29619
5942,Швеция,1gnCpBKizZd2w23fb0eOS2,5QcMPl2wzC4KqivjfcyBIU,VC Barre,Internet - Spotify Studio 100 Recording,70,True,0.834,0.748,10.0,-7.669,0.0,0.168,0.0342,0.000446,0.106,0.674,143.008,151049.0,4.0,swedish trap pop,66,29619
5943,Швеция,0YdaLD97uhero6WpO4HfMe,3M1eBsR4rSTcDAzYopumeG,Asme,Poppis,70,True,0.659,0.481,8.0,-9.629,0.0,0.356,0.547,0.0,0.219,0.592,95.374,127840.0,3.0,swedish gangsta rap,66,70523
5944,Швеция,0YdaLD97uhero6WpO4HfMe,3M1eBsR4rSTcDAzYopumeG,Asme,Poppis,70,True,0.659,0.481,8.0,-9.629,0.0,0.356,0.547,0.0,0.219,0.592,95.374,127840.0,3.0,swedish hip hop,66,70523
5945,Швеция,0YdaLD97uhero6WpO4HfMe,3M1eBsR4rSTcDAzYopumeG,Asme,Poppis,70,True,0.659,0.481,8.0,-9.629,0.0,0.356,0.547,0.0,0.219,0.592,95.374,127840.0,3.0,swedish trap,66,70523
5946,Швеция,0YdaLD97uhero6WpO4HfMe,3M1eBsR4rSTcDAzYopumeG,Asme,Poppis,70,True,0.659,0.481,8.0,-9.629,0.0,0.356,0.547,0.0,0.219,0.592,95.374,127840.0,3.0,swedish trap pop,66,70523
5947,Швеция,697bFWgzBRm6bmnYWd8GyD,7cYZ8F0N2jby95FsxU9hh4,Cornelia Jakobs,Hold Me Closer,66,False,0.489,0.616,6.0,-7.599,1.0,0.0382,0.107,0.0,0.145,0.168,96.819,199427.0,4.0,swedish pop,53,5530
5948,Швеция,1VJRxqJhpEIpnHon7ssp1p,1aA5OGASCVhznQYm71BMYg,Babblarna,Babblarnas vaggvisa,74,False,0.299,0.234,11.0,-13.009,1.0,0.0321,0.828,0.000101,0.0959,0.333,186.369,334053.0,4.0,barnmusik,61,28300
5949,Швеция,7rwijx2xejRaPkEXUftI11,4kUfJdASJDMPLuo1t1N2zi,Sarettii,SOM DOM,74,True,0.858,0.575,9.0,-8.996,1.0,0.138,0.405,0.0,0.0639,0.777,113.057,141361.0,4.0,swedish hip hop,60,16926
5950,Швеция,7rwijx2xejRaPkEXUftI11,4kUfJdASJDMPLuo1t1N2zi,Sarettii,SOM DOM,74,True,0.858,0.575,9.0,-8.996,1.0,0.138,0.405,0.0,0.0639,0.777,113.057,141361.0,4.0,swedish trap pop,60,16926
5951,Швеция,1E2reoDjfG9W2LgeZE0wrJ,3oKLD3PuOc20nNDoSCKDY7,Niello,Tror du att jag bryr mig,68,False,0.605,0.895,0.0,-5.674,0.0,0.0891,0.0479,0.0,0.187,0.705,159.959,175514.0,4.0,swedish idol pop,54,11291
5952,Швеция,1E2reoDjfG9W2LgeZE0wrJ,3oKLD3PuOc20nNDoSCKDY7,Niello,Tror du att jag bryr mig,68,False,0.605,0.895,0.0,-5.674,0.0,0.0891,0.0479,0.0,0.187,0.705,159.959,175514.0,4.0,swedish pop,54,11291
5953,Швеция,1E2reoDjfG9W2LgeZE0wrJ,3oKLD3PuOc20nNDoSCKDY7,Niello,Tror du att jag bryr mig,68,False,0.605,0.895,0.0,-5.674,0.0,0.0891,0.0479,0.0,0.187,0.705,159.959,175514.0,4.0,swedish pop rap,54,11291
5954,Швеция,12fYEY6L7M2k7qFWgMEwXn,5vBoU7A2kwbTXyUPZK5Gq1,Theoz,Som du vill,68,False,0.662,0.939,7.0,-3.98,0.0,0.0937,0.106,0.0,0.212,0.551,115.053,173651.0,4.0,swedish idol pop,55,46862
5955,Швеция,6x5RzkzGxbLnpXw3ySyJOx,5A0Bu9azuFEnud3q7t0V2r,Petter,Längesen (feat. Veronica Maggio) - Kyaal Remix,69,False,0.827,0.558,6.0,-7.846,1.0,0.0647,0.211,5.26e-05,0.0828,0.585,92.525,255107.0,4.0,swedish hip hop,61,161027
5956,Швеция,6x5RzkzGxbLnpXw3ySyJOx,5A0Bu9azuFEnud3q7t0V2r,Petter,Längesen (feat. Veronica Maggio) - Kyaal Remix,69,False,0.827,0.558,6.0,-7.846,1.0,0.0647,0.211,5.26e-05,0.0828,0.585,92.525,255107.0,4.0,swedish pop,61,161027
5957,Швеция,6x5RzkzGxbLnpXw3ySyJOx,5A0Bu9azuFEnud3q7t0V2r,Petter,Längesen (feat. Veronica Maggio) - Kyaal Remix,69,False,0.827,0.558,6.0,-7.846,1.0,0.0647,0.211,5.26e-05,0.0828,0.585,92.525,255107.0,4.0,swedish pop rap,61,161027
5958,Швеция,6x5RzkzGxbLnpXw3ySyJOx,5A0Bu9azuFEnud3q7t0V2r,Petter,Längesen (feat. Veronica Maggio) - Kyaal Remix,69,False,0.827,0.558,6.0,-7.846,1.0,0.0647,0.211,5.26e-05,0.0828,0.585,92.525,255107.0,4.0,swedish trap pop,61,161027
5959,Швеция,0tmMGxsxRd78NJGrMesWtx,60ocUh2KF1ZOSqjkxyt6jl,Tone Sekelius,My Way,67,False,0.558,0.705,6.0,-4.777,0.0,0.0417,0.00663,0.0,0.12,0.444,136.971,182444.0,4.0,swedish pop,51,2370
5960,Швеция,5etlUg6yiQ8565mdyrWUiP,6RJXSfbIkEMoCJ8GAg2dVO,Victor Leksell,Eld & lågor,72,False,0.58,0.528,11.0,-8.221,1.0,0.0323,0.277,0.0,0.0765,0.281,126.945,179460.0,4.0,swedish idol pop,65,101608
5961,Швеция,5etlUg6yiQ8565mdyrWUiP,6RJXSfbIkEMoCJ8GAg2dVO,Victor Leksell,Eld & lågor,72,False,0.58,0.528,11.0,-8.221,1.0,0.0323,0.277,0.0,0.0765,0.281,126.945,179460.0,4.0,swedish pop,65,101608
5962,Швеция,5vQk0ckwdC5VldGJvt2LlO,0Q5gLNKbp5mpfEvquAaHCl,Owen,MUSIK ELLER METALL,61,True,0.79,0.782,7.0,-7.521,1.0,0.207,0.0542,0.0,0.0798,0.502,98.019,200816.0,4.0,swedish gangsta rap,61,19811
5963,Швеция,5vQk0ckwdC5VldGJvt2LlO,0Q5gLNKbp5mpfEvquAaHCl,Owen,MUSIK ELLER METALL,61,True,0.79,0.782,7.0,-7.521,1.0,0.207,0.0542,0.0,0.0798,0.502,98.019,200816.0,4.0,swedish hip hop,61,19811
5964,Швеция,5vQk0ckwdC5VldGJvt2LlO,0Q5gLNKbp5mpfEvquAaHCl,Owen,MUSIK ELLER METALL,61,True,0.79,0.782,7.0,-7.521,1.0,0.207,0.0542,0.0,0.0798,0.502,98.019,200816.0,4.0,swedish trap,61,19811
5965,Швеция,5vQk0ckwdC5VldGJvt2LlO,0Q5gLNKbp5mpfEvquAaHCl,Owen,MUSIK ELLER METALL,61,True,0.79,0.782,7.0,-7.521,1.0,0.207,0.0542,0.0,0.0798,0.502,98.019,200816.0,4.0,swedish trap pop,61,19811
5966,Швеция,4YGMqFWObIcl5RFrqghmOz,6yAKbgaSH283c7eAZVgk3P,LOAM,FUCK MITT EKS,70,True,0.842,0.556,8.0,-7.796,1.0,0.206,0.318,0.0,0.119,0.709,164.137,149268.0,3.0,swedish pop,60,10698
5967,Швеция,4YGMqFWObIcl5RFrqghmOz,6yAKbgaSH283c7eAZVgk3P,LOAM,FUCK MITT EKS,70,True,0.842,0.556,8.0,-7.796,1.0,0.206,0.318,0.0,0.119,0.709,164.137,149268.0,3.0,swedish trap pop,60,10698
5968,Швеция,2Cyow8nZDqP9tolduIf2KX,1SU2pMMSbU1hqWyFXp97Br,LIAMOO,Bluffin,62,False,0.614,0.802,6.0,-5.097,0.0,0.0597,0.0332,5.18e-06,0.0853,0.343,118.982,179603.0,4.0,swedish idol pop,59,23097
5969,Швеция,2Cyow8nZDqP9tolduIf2KX,1SU2pMMSbU1hqWyFXp97Br,LIAMOO,Bluffin,62,False,0.614,0.802,6.0,-5.097,0.0,0.0597,0.0332,5.18e-06,0.0853,0.343,118.982,179603.0,4.0,swedish pop,59,23097
5970,Швеция,5Jh0GuUTOa4ElVvBcbiRfx,6RYT3r4anXD8WAGOw6T8El,Alvaro Estrella,Suave,67,False,0.678,0.865,8.0,-4.146,1.0,0.077,0.0236,0.0,0.0824,0.644,103.02,175385.0,4.0,eurovision,53,4716
5971,Швеция,5Jh0GuUTOa4ElVvBcbiRfx,6RYT3r4anXD8WAGOw6T8El,Alvaro Estrella,Suave,67,False,0.678,0.865,8.0,-4.146,1.0,0.077,0.0236,0.0,0.0824,0.644,103.02,175385.0,4.0,melodipop,53,4716
5972,Швеция,3RZ9e3e7Rrmd9Se8dFOV46,6rYEqmajzlhGVaayOJ2bpJ,Yasin,20 talet,69,True,0.847,0.743,11.0,-7.017,0.0,0.101,0.644,0.0767,0.121,0.236,97.978,156735.0,4.0,swedish gangsta rap,66,149369
5973,Швеция,3RZ9e3e7Rrmd9Se8dFOV46,6rYEqmajzlhGVaayOJ2bpJ,Yasin,20 talet,69,True,0.847,0.743,11.0,-7.017,0.0,0.101,0.644,0.0767,0.121,0.236,97.978,156735.0,4.0,swedish hip hop,66,149369
5974,Швеция,3RZ9e3e7Rrmd9Se8dFOV46,6rYEqmajzlhGVaayOJ2bpJ,Yasin,20 talet,69,True,0.847,0.743,11.0,-7.017,0.0,0.101,0.644,0.0767,0.121,0.236,97.978,156735.0,4.0,swedish trap,66,149369
5975,Швеция,3RZ9e3e7Rrmd9Se8dFOV46,6rYEqmajzlhGVaayOJ2bpJ,Yasin,20 talet,69,True,0.847,0.743,11.0,-7.017,0.0,0.101,0.644,0.0767,0.121,0.236,97.978,156735.0,4.0,swedish trap pop,66,149369
